assessment_id,control_id,control_family,system_id,system_name,assessment_date,assessment_type,assessor,implementation_status,effectiveness_rating,gap_description,remediation_plan,remediation_due_date,remediation_owner,findings
5526a68a-6889-43cb-bc2e-9c5bfaff2fab,CA-7,Assessment Authorization and Monitoring,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-11,Internal Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of CA-7 for Sales ERP
107a947d-b5d8-438f-ac87-55185d0e0214,AC-2,Access Control,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-23,Self-Assessment,GRC Team,Implemented,Partially Effective,,,,,Assessment of AC-2 for Sales ERP
1568a9f1-9d00-4ea4-b375-1acd85dc5877,SI-7,System and Information Integrity,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-04-26,External Audit,Security Operations,Implemented,Not Effective,,,,,Assessment of SI-7 for Sales ERP
1729d424-cdbb-425a-af07-f94cb1f98fd3,AC-17,Access Control,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-06-06,Internal Audit,Internal Audit Team,Not Implemented,Not Effective,Missing formal documentation of the control procedure,Complete staff training program,2025-07-20,Jennifer Williams,Assessment of AC-17 for Sales ERP
eaa79cad-0d59-487d-b609-910f25eab4d5,AT-3,Awareness and Training,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-09,External Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of AT-3 for Sales ERP
6f1477c3-cadd-49fd-a21b-2d69e70c4757,AC-12,Access Control,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-06-16,Continuous Monitoring,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of AC-12 for Sales ERP
989d799b-00f9-406c-afed-ab71a48f7f25,AC-22,Access Control,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-18,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of AC-22 for Sales ERP
da7b5bd5-4dbd-4c8e-bef7-8ea215e0c138,SC-12,System and Communications Protection,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-19,External Audit,GRC Team,Partially Implemented,Partially Effective,"Configuration drift detected, remediation in progress",Deploy configuration management solution,2025-07-23,Jennifer Williams,Assessment of SC-12 for Sales ERP
39d29566-fa2a-4432-977f-f704a6ff678c,SA-9,System and Services Acquisition,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-01,Internal Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SA-9 for Sales ERP
2bcdaff5-1329-422d-b0ad-2032d8d94859,RA-1,Risk Assessment,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-18,External Audit,External Auditor - Deloitte,Not Implemented,Not Effective,Technical debt impacting control effectiveness,Document and formalize existing procedures,2025-10-31,Jennifer Williams,Assessment of RA-1 for Sales ERP
73eaaddf-f5ac-44e3-9a99-780490dd3b76,AT-4,Awareness and Training,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-06-09,Internal Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of AT-4 for Sales ERP
6b99fbc3-fd79-4cf0-b8c0-65c9a3a92bc8,PE-11,Physical and Environmental Protection,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-04-25,Self-Assessment,Security Operations,Implemented,Effective,,,,,Assessment of PE-11 for Sales ERP
5a06d3b7-93d9-4b0f-b274-1e0ba95725f6,SA-3,System and Services Acquisition,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-29,Internal Audit,IT Security Team,Implemented,Partially Effective,,,,,Assessment of SA-3 for Reporting Integration Hub
ad61e571-8be0-4d40-9b12-cc031517325e,SC-39,System and Communications Protection,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-21,Self-Assessment,GRC Team,Not Implemented,Not Effective,Pending vendor support for required functionality,Implement automated control monitoring by Q1 2025,2024-11-02,Jennifer Anderson,Assessment of SC-39 for Reporting Integration Hub
0d525ac0-04ac-47ba-93a3-9a0175806931,PS-3,Personnel Security,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-05,Internal Audit,Risk Management,Partially Implemented,Partially Effective,Process exists but not consistently followed across all teams,Document and formalize existing procedures,2024-12-13,Jennifer Anderson,Assessment of PS-3 for Reporting Integration Hub
71ec33f9-7bb1-48e9-8f83-9a617fa68456,PM-1,Program Management,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-24,External Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of PM-1 for Reporting Integration Hub
8cd17fa2-981e-4592-848a-011d187c9b79,SI-10,System and Information Integrity,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-21,Self-Assessment,Security Operations,Partially Implemented,Effective,Policy documented but evidence collection incomplete,Upgrade legacy system to support required controls,2025-02-24,Jennifer Anderson,Assessment of SI-10 for Reporting Integration Hub
23e65e2e-9ab2-421a-8d82-0e200c7623e2,IR-2,Incident Response,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-11,Internal Audit,Risk Management,Implemented,Effective,,,,,Assessment of IR-2 for Reporting Integration Hub
ec8c6014-cf14-45a3-9874-dfff1c4572c3,CM-5,Configuration Management,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-07-31,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of CM-5 for Reporting Integration Hub
8a8b1579-604b-46ab-9247-b991e88cfeb0,AU-12,Audit and Accountability,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-27,Continuous Monitoring,External Auditor - PwC,Partially Implemented,Partially Effective,Third-party dependency blocking full implementation,Implement automated control monitoring by Q1 2025,2025-01-14,Jennifer Anderson,Assessment of AU-12 for Reporting Integration Hub
0399e109-258c-4cad-aced-a831d76525ad,SC-10,System and Communications Protection,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-05,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of SC-10 for Reporting Integration Hub
17612218-9ff1-4c22-b08b-0abbc483daff,CA-5,Assessment Authorization and Monitoring,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-15,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of CA-5 for Reporting Integration Hub
e1e8c759-6698-4087-bec5-979795f355de,MP-3,Media Protection,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-20,Self-Assessment,External Auditor - Deloitte,Not Implemented,Not Effective,Control not yet implemented pending resource allocation,Upgrade legacy system to support required controls,2024-12-04,Jennifer Anderson,Assessment of MP-3 for Reporting Integration Hub
8b139b7a-b45e-4a5c-ace4-aa27fc5f9ca9,PS-6,Personnel Security,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-04,External Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of PS-6 for Reporting Integration Hub
bad2af2b-73f6-43cb-a532-1d92a512e156,AU-11,Audit and Accountability,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-25,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of AU-11 for Reporting Integration Hub
2aee8141-7f99-4d50-86ef-c4357aef399d,AC-1,Access Control,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-13,Self-Assessment,External Auditor - PwC,Implemented,Effective,,,,,Assessment of AC-1 for Reporting Integration Hub
cf0789cc-00a4-4163-8a3e-2877a7152949,PL-10,Planning,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-23,Continuous Monitoring,External Auditor - PwC,Implemented,Effective,,,,,Assessment of PL-10 for Reporting Integration Hub
b0ae5f5c-aa2f-44e3-bd40-c3494d494c47,CP-6,Contingency Planning,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-12,Self-Assessment,External Auditor - PwC,Partially Implemented,Effective,Missing formal documentation of the control procedure,Implement automated control monitoring by Q1 2025,2025-01-14,Jennifer Anderson,Assessment of CP-6 for Reporting Integration Hub
ef1ef36d-cf00-4cd2-b767-82f35156a729,SA-5,System and Services Acquisition,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-04,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of SA-5 for Reporting Integration Hub
f59792c5-701b-47db-add2-2a5e2636330d,AC-19,Access Control,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-17,Internal Audit,Compliance Team,Not Implemented,Not Effective,Pending vendor support for required functionality,Establish evidence collection workflow,2025-01-01,Jennifer Anderson,Assessment of AC-19 for Reporting Integration Hub
f0b85899-2972-43f5-bc38-abbd76a17721,MA-2,Maintenance,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-25,Self-Assessment,IT Security Team,Implemented,Effective,,,,,Assessment of MA-2 for Reporting Integration Hub
6e04a7c7-02d9-4b90-a8f8-b13156655f70,SI-16,System and Information Integrity,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-04,Internal Audit,Risk Management,Not Implemented,Not Effective,Missing formal documentation of the control procedure,Deploy configuration management solution,2024-12-25,Jennifer Anderson,Assessment of SI-16 for Reporting Integration Hub
2a971e84-a6f1-4f7e-a065-33a305e773fc,SC-2,System and Communications Protection,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-27,Self-Assessment,Compliance Team,Partially Implemented,Partially Effective,Awaiting management approval for implementation,Establish evidence collection workflow,2025-01-24,Jennifer Anderson,Assessment of SC-2 for Reporting Integration Hub
a35d1a66-333e-45f0-9db6-2b1af9d70682,SR-10,Supply Chain Risk Management,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-21,Self-Assessment,IT Security Team,Partially Implemented,Partially Effective,Integration with monitoring tools incomplete,Complete staff training program,2024-12-17,Jennifer Anderson,Assessment of SR-10 for Reporting Integration Hub
7e2c0896-fc2b-4603-a750-e08acdd25a74,PS-5,Personnel Security,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-25,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of PS-5 for Reporting Integration Hub
69d7753d-fb8a-454b-9e13-7cf389a50f03,SI-4,System and Information Integrity,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-27,Self-Assessment,Risk Management,Partially Implemented,Partially Effective,Pending vendor support for required functionality,Document and formalize existing procedures,2025-02-21,Jennifer Anderson,Assessment of SI-4 for Reporting Integration Hub
5882a5ef-97d3-456b-a106-92dc0891e70d,AC-12,Access Control,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-20,Continuous Monitoring,GRC Team,Implemented,Effective,,,,,Assessment of AC-12 for Reporting Integration Hub
7d1b4038-24fe-49b8-aaf8-f8be09aa27d7,SC-12,System and Communications Protection,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-11,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of SC-12 for Reporting Integration Hub
ff097f5e-9f55-45fd-8f01-eecd0c7a3964,IR-5,Incident Response,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-13,Self-Assessment,External Auditor - PwC,Partially Implemented,Partially Effective,Legacy system limitation prevents full implementation,Deploy configuration management solution,2025-01-28,Jennifer Anderson,Assessment of IR-5 for Reporting Integration Hub
6da53f1c-3cb3-4c03-8c23-94d1a81c6362,SC-23,System and Communications Protection,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-02,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of SC-23 for Reporting Integration Hub
6e248459-6de7-4839-8259-9a62dbf3e546,AU-5,Audit and Accountability,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-17,Internal Audit,External Auditor - Deloitte,Implemented,Partially Effective,,,,,Assessment of AU-5 for Reporting Integration Hub
7ed12e21-c28e-4a1c-b6e6-0a5aab268b3f,PS-8,Personnel Security,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-28,Internal Audit,External Auditor - Deloitte,Partially Implemented,Partially Effective,Training not yet completed for all relevant personnel,Complete staff training program,2024-10-12,Jennifer Anderson,Assessment of PS-8 for Reporting Integration Hub
0a1cf6c0-a542-416a-8e53-699dfd9e2b40,PE-14,Physical and Environmental Protection,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-05,Continuous Monitoring,IT Security Team,Partially Implemented,Partially Effective,"Configuration drift detected, remediation in progress",Implement automated control monitoring by Q1 2025,2024-10-01,Jennifer Anderson,Assessment of PE-14 for Reporting Integration Hub
5204843f-984d-49b0-ac3a-4cf262efb328,MP-7,Media Protection,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-05,Internal Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of MP-7 for Reporting Integration Hub
41fa389e-50f8-427f-858f-be884e10bfae,CM-1,Configuration Management,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-25,Internal Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of CM-1 for Reporting Integration Hub
da5c23a9-2488-49ac-b895-37c610dceadd,PE-12,Physical and Environmental Protection,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-23,Internal Audit,IT Security Team,Partially Implemented,Effective,"Configuration drift detected, remediation in progress",Implement automated compliance checks,2025-02-15,Jennifer Anderson,Assessment of PE-12 for Reporting Integration Hub
c2fcd7aa-c5d4-4bff-94a8-462e9b7d1b2e,SI-1,System and Information Integrity,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-07,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SI-1 for Reporting Integration Hub
2e97c1b3-f505-433e-b501-63c490a98513,PM-5,Program Management,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-15,External Audit,Internal Audit Team,Not Implemented,Not Effective,Missing formal documentation of the control procedure,Engage vendor for implementation support,2024-11-12,Jennifer Anderson,Assessment of PM-5 for Reporting Integration Hub
113c5150-8d53-47ed-befe-e349c08ea400,CP-7,Contingency Planning,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-08,Internal Audit,Risk Management,Implemented,Effective,,,,,Assessment of CP-7 for Reporting Integration Hub
11dca332-c6fb-43ec-add0-7edc66808a94,CP-1,Contingency Planning,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-01,Self-Assessment,Risk Management,Not Implemented,Not Effective,Legacy system limitation prevents full implementation,Deploy configuration management solution,2025-01-21,Jennifer Anderson,Assessment of CP-1 for Reporting Integration Hub
ebed2e31-9606-4aa3-a0fe-683784c292cf,RA-1,Risk Assessment,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-26,Self-Assessment,IT Security Team,Implemented,Effective,,,,,Assessment of RA-1 for Reporting Integration Hub
3e771580-9456-4d02-a970-d23811e30cc0,PM-2,Program Management,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-25,External Audit,IT Security Team,Implemented,Effective,,,,,Assessment of PM-2 for Reporting Integration Hub
1e01b829-f53a-4514-97a7-54d144d458f2,IR-8,Incident Response,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-28,Internal Audit,Security Operations,Partially Implemented,Effective,Awaiting management approval for implementation,Complete staff training program,2025-01-15,Jennifer Anderson,Assessment of IR-8 for Reporting Integration Hub
607d7250-86c8-4505-b718-a40589514d7b,PM-6,Program Management,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-08-30,External Audit,IT Security Team,Partially Implemented,Partially Effective,Training not yet completed for all relevant personnel,Implement automated control monitoring by Q1 2025,2025-01-20,Jennifer Anderson,Assessment of PM-6 for Reporting Integration Hub
062a3dad-3535-4949-bd83-6800a0df1e21,CA-1,Assessment Authorization and Monitoring,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-08,External Audit,Security Operations,Implemented,Partially Effective,,,,,Assessment of CA-1 for Reporting Integration Hub
752d4e38-b592-4a0c-995e-28ea90e99059,CM-2,Configuration Management,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-15,Self-Assessment,Internal Audit Team,Not Implemented,Not Effective,Policy documented but evidence collection incomplete,Implement automated control monitoring by Q1 2025,2025-02-08,Jennifer Anderson,Assessment of CM-2 for Reporting Integration Hub
6c1feb61-e29a-43c0-a3ab-b37a15233d23,PS-4,Personnel Security,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,2024-09-26,External Audit,Internal Audit Team,Partially Implemented,Partially Effective,Pending vendor support for required functionality,Create exception handling process,2025-01-24,Jennifer Anderson,Assessment of PS-4 for Reporting Integration Hub
e8ecfc30-c74e-4bb5-8e9f-0737b651b88c,PE-10,Physical and Environmental Protection,c43fdb27-5832-421f-872a-aa0121059921,Partner API Gateway,2025-05-28,Self-Assessment,Security Operations,Implemented,Effective,,,,,Assessment of PE-10 for Partner API Gateway
6a606747-b8bc-47af-a345-7537c81dd4c7,PS-2,Personnel Security,c43fdb27-5832-421f-872a-aa0121059921,Partner API Gateway,2025-06-13,Continuous Monitoring,GRC Team,Partially Implemented,Partially Effective,"Configuration drift detected, remediation in progress",Establish evidence collection workflow,2025-07-21,Joseph Brown,Assessment of PS-2 for Partner API Gateway
d5becdaf-7952-47cf-be6b-66a4fda7c5c3,SC-28,System and Communications Protection,c43fdb27-5832-421f-872a-aa0121059921,Partner API Gateway,2025-05-18,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of SC-28 for Partner API Gateway
18007c3f-a795-4b76-8ccd-0ab97689931e,IA-6,Identification and Authentication,c43fdb27-5832-421f-872a-aa0121059921,Partner API Gateway,2025-06-01,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of IA-6 for Partner API Gateway
ba770c7a-85b9-4502-b4d8-5f3870338e6e,AC-21,Access Control,c43fdb27-5832-421f-872a-aa0121059921,Partner API Gateway,2025-06-17,Internal Audit,Security Operations,Partially Implemented,Partially Effective,Manual process needs automation for compliance,Implement automated control monitoring by Q1 2025,2025-09-06,Joseph Brown,Assessment of AC-21 for Partner API Gateway
